timestamp,us_index,crusoecloud,hydra_host_brokkr,lambda_labs,nebius,paperspace,runpod,tensordock,vast_ai,voltagepark
2025-10-21T08:00:00Z,3.0100000000000002,3.9,2.3,3.0100000000000002,,2.24,1.99,4.234999999999999,2.26,2.065
2025-10-21T12:00:00Z,3.01,3.9,2.3,3.01,,2.24,1.99,3.59,2.45,2.66
2025-10-21T16:00:00Z,3.0100000000000002,3.9,2.3,3.0100000000000002,,2.24,1.99,4.15,2.06,1.89
2025-10-21T20:00:00Z,3.0100000000000002,3.9,2.3,3.0100000000000002,,2.24,1.99,3.53,2.0,2.14
2025-10-22T01:00:00Z,3.0100000000000002,3.9,2.3,3.0100000000000002,,2.24,1.99,4.32,1.5,2.28
2025-10-22T04:00:00Z,3.0100000000000002,3.9,2.3,3.0100000000000002,,2.24,1.99,3.35,1.98,2.61
2025-10-22T08:00:00Z,3.0100000000000002,3.9,2.3,3.0100000000000002,,2.24,1.99,3.41,2.43,1.89
2025-10-22T12:00:00Z,3.0100000000000002,3.9,2.3,3.0100000000000002,,2.24,1.99,3.52,1.7,2.54
2025-10-22T16:00:00Z,3.0100000000000002,3.9,2.3,3.0100000000000002,,2.24,1.99,3.39,1.55,2.25
2025-10-22T20:00:00Z,3.0100000000000002,3.9,2.3,3.0100000000000002,,2.24,1.99,4.24,1.91,2.0
2025-10-23T00:00:00Z,2.5,,,,2.5,,,,,
2025-10-23T01:00:00Z,3.0100000000000002,3.9,2.3,3.0100000000000002,,2.24,1.99,4.04,1.87,2.37
2025-10-23T04:00:00Z,3.0100000000000002,3.9,2.3,3.0100000000000002,,2.24,1.99,3.88,2.36,2.3
2025-10-23T05:00:00Z,2.53,,,,2.53,,,,,
2025-10-23T08:00:00Z,1.75,,,,1.75,,,,,
2025-10-23T09:00:00Z,2.14,,,,2.14,,,,,
2025-10-23T11:00:00Z,2.0,,,,2.0,,,,,
2025-10-23T15:00:00Z,2.36,,,,2.36,,,,,
2025-10-23T16:00:00Z,1.91,,,,1.91,,,,,
2025-10-23T17:00:00Z,2.77,,,,2.77,,,,,
2025-10-23T18:00:00Z,3.41,,,,3.41,,,,,
2025-10-23T19:00:00Z,2.91,,,,2.91,,,,,
2025-10-23T20:00:00Z,3.5483333333333333,,,,3.5483333333333333,,,,,
2025-10-23T21:00:00Z,2.9616666666666664,,,,2.9616666666666664,,,,,
2025-10-23T22:00:00Z,2.6357142857142857,,,,2.6357142857142857,,,,,
2025-10-23T23:00:00Z,2.6153333333333335,,,,2.6153333333333335,,,,,
2025-11-09T01:00:00Z,1.7599999999999998,,,,,,,1.5,1.01,2.77
2025-11-09T04:00:00Z,1.7433333333333334,,,,,,,1.74,1.22,2.27
2025-11-09T08:00:00Z,1.93,,,,,,,1.75,1.77,2.27
2025-11-09T12:00:00Z,2.0033333333333334,,,,,,,2.36,1.03,2.62
2025-11-09T16:00:00Z,1.5766666666666669,,,,,,,2.1,1.09,1.54
2025-11-09T20:00:00Z,1.9566666666666668,,,,,,,3.13,1.1,1.64
2025-11-10T01:00:00Z,1.7133333333333332,,,,,,,1.97,1.45,1.72
2025-11-10T04:00:00Z,1.5999999999999999,,,,,,,1.93,1.15,1.72
2025-11-10T08:00:00Z,1.47,,,,,,,1.77,0.75,1.89
2025-11-10T12:00:00Z,1.55,,,,,,,1.83,1.02,1.8
2025-11-10T16:00:00Z,1.8366666666666667,,,,,,,1.87,1.81,1.83
2025-11-10T20:00:00Z,1.75,,,,,,,1.81,1.56,1.88
2025-12-09T01:00:00Z,2.4499999999999997,,,,,,,3.11,2.02,2.22
2025-12-09T04:00:00Z,2.223333333333333,,,,,,,2.66,2.02,1.99
2025-12-09T08:00:00Z,2.31,,,,,,,2.67,1.6,2.66
2025-12-09T12:00:00Z,2.07,,,,,,,2.77,1.39,2.05
2025-12-09T16:00:00Z,1.8333333333333333,,,,,,,2.2,1.51,1.79
2025-12-09T20:00:00Z,2.4033333333333333,,,,,,,2.21,1.77,3.23
2025-12-10T01:00:00Z,1.6900000000000002,,,,,,,1.75,1.38,1.94
2025-12-10T04:00:00Z,1.4266666666666667,,,,,,,1.68,0.98,1.62
2025-12-10T08:00:00Z,1.61,,,,,,,1.94,1.25,1.64
2025-12-10T12:00:00Z,1.5233333333333334,,,,,,,1.99,1.1,1.48
2025-12-10T16:00:00Z,1.4166666666666667,,,,,,,1.62,0.87,1.76
2025-12-10T20:00:00Z,1.3566666666666667,,,,,,,1.71,0.91,1.45
